media0,media1,media2,media3,media4,media5,media6,media7,media8,media9,media10,media11,media12,desvio0,desvio1,desvio2,desvio3,desvio4,desvio5,desvio6,desvio7,desvio8,desvio9,desvio10,desvio11,desvio12,classe
4.847520,-1.538162,1.444890,-0.889161,1.336845,0.682527,0.572862,0.740898,0.516257,0.889878,0.300482,0.548553,0.363330,4.556494,2.000538,1.182699,1.328971,1.116294,0.546121,0.453301,0.493704,0.404332,0.637768,0.313855,0.307423,0.260015,engine_idling
4.903060,-1.696509,1.404978,-0.851502,1.401505,0.740097,0.623130,0.617814,0.459920,0.863937,0.352196,0.521863,0.382592,4.593590,2.162338,1.126186,1.314004,1.177002,0.553421,0.457041,0.368762,0.363421,0.588874,0.319142,0.282214,0.264929,engine_idling
4.775462,-1.573908,1.415589,-0.890079,1.317309,0.727582,0.591709,0.760543,0.543843,0.853987,0.284978,0.582112,0.373573,4.473450,2.041772,1.143446,1.343186,1.089113,0.553720,0.454155,0.506170,0.415009,0.604608,0.308377,0.315282,0.277599,engine_idling
4.763652,-1.632030,1.423339,-0.890329,1.325844,0.750411,0.611462,0.759823,0.552969,0.855062,0.287206,0.569758,0.347051,4.493006,2.075862,1.175958,1.324985,1.131425,0.586271,0.469890,0.516514,0.437663,0.612037,0.301435,0.333180,0.264212,engine_idling
4.749618,-1.601966,1.419043,-0.857345,1.327454,0.720831,0.594689,0.760320,0.531586,0.856602,0.302911,0.588086,0.332932,4.484553,2.030236,1.174683,1.285678,1.146176,0.598283,0.468623,0.525487,0.411532,0.618544,0.322561,0.367323,0.257179,engine_idling
4.813184,-1.521538,1.482440,-0.878890,1.325618,0.642839,0.581499,0.716259,0.512487,0.845527,0.315081,0.579540,0.357991,4.530323,1.973832,1.218278,1.324908,1.107279,0.532854,0.436848,0.474936,0.391086,0.586731,0.345655,0.348845,0.264416,engine_idling
4.759061,-1.484235,1.504899,-0.895201,1.326184,0.635484,0.588450,0.749887,0.525745,0.843721,0.278427,0.551486,0.360370,4.474793,1.930197,1.248604,1.338896,1.118882,0.496097,0.467935,0.502347,0.417551,0.601074,0.339599,0.322097,0.255323,engine_idling
4.665681,-1.575654,1.470507,-0.910413,1.342842,0.697560,0.608622,0.794560,0.577864,0.854939,0.265510,0.567628,0.380815,4.361801,2.036484,1.189184,1.373251,1.119709,0.524323,0.471888,0.511173,0.433413,0.595876,0.336320,0.298774,0.251881,engine_idling
4.641212,-1.591333,1.471915,-0.884379,1.356730,0.702739,0.599431,0.786793,0.573629,0.825636,0.271517,0.572400,0.390252,4.323626,2.065914,1.180625,1.360613,1.103356,0.515836,0.440170,0.497035,0.426612,0.551673,0.320408,0.304376,0.265521,engine_idling
4.653770,-1.533262,1.444583,-0.755309,1.362498,0.788878,0.716364,0.807620,0.520592,0.789108,0.289666,0.604454,0.378217,4.350357,1.998618,1.158746,1.235273,1.101085,0.596315,0.507436,0.521673,0.376108,0.521148,0.303399,0.350216,0.267655,engine_idling
4.750150,-1.570065,1.363809,-0.739707,1.340526,0.807651,0.744878,0.815159,0.475786,0.794475,0.318696,0.661545,0.437541,4.389908,2.101608,1.040359,1.270554,1.032853,0.579164,0.478969,0.481035,0.333476,0.476979,0.297424,0.349419,0.255100,engine_idling
4.802072,-1.613918,1.353109,-0.779121,1.364319,0.806735,0.688857,0.831246,0.509153,0.823204,0.324406,0.674347,0.460822,4.412871,2.163395,1.019509,1.323601,1.014141,0.549049,0.438709,0.468571,0.344950,0.486711,0.306501,0.352233,0.249055,engine_idling
4.841217,-1.721260,1.394650,-0.831435,1.392764,0.733281,0.611772,0.639211,0.495280,0.868887,0.356964,0.527773,0.377666,4.534785,2.187653,1.110866,1.285715,1.168242,0.536496,0.423754,0.386037,0.364645,0.593596,0.318760,0.291375,0.274543,engine_idling
4.757222,-1.594998,1.295083,-0.715113,1.362586,0.835414,0.718479,0.825162,0.533453,0.820752,0.342958,0.675561,0.464506,4.357505,2.159923,0.956829,1.273506,1.016396,0.583284,0.472084,0.466794,0.335202,0.478280,0.298929,0.352179,0.262299,engine_idling
4.832287,-1.712612,1.390737,-0.784385,1.392891,0.716689,0.583087,0.654972,0.476015,0.864093,0.361786,0.545938,0.381412,4.518340,2.190920,1.099698,1.251959,1.161816,0.542515,0.406981,0.406133,0.347730,0.577529,0.318177,0.300916,0.281568,engine_idling
4.885033,-1.697170,1.360182,-0.816464,1.386632,0.684402,0.573620,0.688473,0.475319,0.856787,0.318383,0.522892,0.395760,4.567824,2.189202,1.058807,1.293681,1.145280,0.501033,0.409757,0.411999,0.355484,0.553482,0.335286,0.306624,0.291694,engine_idling
4.854999,-1.665519,1.373259,-0.875440,1.374347,0.680463,0.633966,0.739863,0.506479,0.835818,0.304324,0.475984,0.358045,4.570130,2.115607,1.103742,1.312284,1.159165,0.510157,0.451983,0.487799,0.375080,0.571933,0.326915,0.302623,0.291807,engine_idling
4.813135,-1.688812,1.365029,-0.922917,1.376501,0.710969,0.670536,0.755218,0.525462,0.816880,0.330482,0.458289,0.358857,4.528960,2.135388,1.093300,1.359746,1.164750,0.532501,0.468186,0.503082,0.390564,0.582770,0.332371,0.289730,0.285336,engine_idling
4.873663,-1.716502,1.391787,-0.945615,1.377563,0.694607,0.628859,0.720081,0.526252,0.860977,0.348828,0.506669,0.424637,4.520457,2.223131,1.063208,1.442694,1.112179,0.486171,0.404878,0.411554,0.363903,0.556657,0.327114,0.294240,0.307030,engine_idling
4.797754,-1.731606,1.404556,-0.904387,1.388564,0.712150,0.639992,0.753425,0.562287,0.890670,0.327314,0.539051,0.432996,4.432563,2.251794,1.057493,1.421616,1.123460,0.494002,0.416811,0.424966,0.402779,0.570162,0.329390,0.311142,0.298282,engine_idling
4.479384,-1.533661,1.307295,-0.322100,1.248482,0.931406,0.648057,0.800139,0.463148,1.125446,0.579487,0.792568,0.454207,4.108348,2.161501,0.983572,0.909680,0.888647,0.559160,0.416811,0.471235,0.306530,0.727338,0.342862,0.443903,0.307245,engine_idling
4.525003,-1.484288,1.330051,-0.264035,1.263971,0.910531,0.594607,0.780128,0.481739,1.114935,0.542334,0.744315,0.403261,4.207853,2.065321,1.051811,0.806107,0.950509,0.604322,0.416572,0.489344,0.315746,0.768957,0.334890,0.446456,0.317091,engine_idling
7.179461,-0.633291,0.631755,0.513139,0.951051,0.787204,1.181753,0.822046,0.436129,0.768246,0.214663,0.008631,-0.428456,7.672746,0.529025,1.151163,1.014043,1.436293,1.260831,1.654051,1.294023,0.919652,1.239934,0.706835,0.529322,0.273455,engine_idling
7.238020,-0.716634,0.613726,0.504700,0.950207,0.788822,1.117640,0.755592,0.378357,0.724205,0.167257,-0.048004,-0.463027,7.758000,0.575097,1.155783,1.028377,1.471183,1.300308,1.620275,1.254914,0.892477,1.228129,0.689877,0.504133,0.272749,engine_idling
7.275800,-0.729924,0.617142,0.566168,0.823089,0.784817,1.171562,0.792192,0.426494,0.651320,0.046960,-0.092078,-0.411968,7.751776,0.618298,1.112137,1.042514,1.290815,1.245935,1.621655,1.246513,0.898183,1.103639,0.536369,0.418098,0.272787,engine_idling
7.191071,-0.799048,0.646524,0.537131,0.817214,0.780628,1.135542,0.738700,0.376999,0.635389,0.048099,-0.104181,-0.435705,7.687795,0.610131,1.163152,1.029464,1.313855,1.257958,1.608989,1.209608,0.872651,1.112783,0.560072,0.420926,0.272014,engine_idling
7.213890,-0.819352,0.590502,0.558259,0.819172,0.827315,1.128346,0.742441,0.360955,0.675450,0.053912,-0.116098,-0.475078,7.752580,0.642082,1.158333,1.101847,1.355977,1.342095,1.638750,1.255330,0.887989,1.186489,0.598356,0.446152,0.260107,engine_idling
7.252073,-0.792373,0.575741,0.537041,0.787936,0.803700,1.135909,0.760038,0.342146,0.654107,0.039362,-0.128089,-0.482028,7.793385,0.606738,1.135945,1.093241,1.327901,1.329222,1.653190,1.279723,0.877086,1.168706,0.582406,0.444983,0.272449,engine_idling
7.202325,-0.711672,0.614064,0.499089,0.813148,0.774098,1.163864,0.804385,0.370428,0.618681,0.020705,-0.089023,-0.445866,7.715635,0.591121,1.159672,1.012959,1.322958,1.269382,1.644728,1.286103,0.874052,1.102306,0.542172,0.440307,0.262096,engine_idling
7.018612,-0.612990,0.762311,0.516382,0.929346,0.854302,1.220366,0.839497,0.466677,0.739057,0.082940,-0.031343,-0.401171,7.493033,0.618972,1.289309,1.008479,1.392037,1.301284,1.659297,1.278602,0.926093,1.189338,0.556076,0.468761,0.281469,engine_idling
6.882929,-0.724887,0.996024,0.517610,0.963566,0.919760,1.304935,0.889862,0.502822,0.796997,0.135808,0.045752,-0.296151,7.275277,0.773866,1.447609,0.923984,1.332662,1.263539,1.647857,1.233158,0.863521,1.146117,0.530459,0.458121,0.289587,engine_idling
6.988486,-0.866570,0.945968,0.452790,0.898587,0.894093,1.294147,0.934083,0.531387,0.727975,0.101872,0.014992,-0.245169,7.316254,0.880750,1.340147,0.822359,1.212330,1.193597,1.581906,1.227780,0.842566,1.026654,0.479553,0.377113,0.288109,engine_idling
6.931691,-0.718019,0.851609,0.386916,0.893763,0.833473,1.235432,0.850449,0.558169,0.693247,0.049440,-0.045345,-0.289006,7.279440,0.695867,1.229351,0.766598,1.243222,1.169885,1.568723,1.186159,0.907794,1.030418,0.460384,0.364136,0.295126,engine_idling
6.747556,-0.521007,0.865285,0.396983,0.897984,0.851737,1.196831,0.822939,0.586939,0.699880,0.060176,0.002966,-0.282460,7.080148,0.569482,1.221916,0.777110,1.235428,1.178554,1.518917,1.151609,0.924333,1.028743,0.454146,0.398142,0.284169,engine_idling
7.310370,-0.679006,0.650313,0.567311,0.797071,0.789577,1.126833,0.785191,0.372697,0.706044,0.127383,-0.095951,-0.500082,7.874592,0.551071,1.237855,1.130640,1.364503,1.333042,1.666859,1.323052,0.917667,1.244624,0.691532,0.491854,0.277446,engine_idling
7.373429,-0.628021,0.689091,0.597384,0.659093,0.711007,1.167320,0.877474,0.407295,0.689467,0.052950,-0.172835,-0.512424,7.945967,0.553519,1.294733,1.167305,1.243455,1.269119,1.717814,1.422892,0.962020,1.239790,0.639276,0.440786,0.266601,engine_idling
7.247066,-0.632519,0.788499,0.461170,0.669057,0.647291,1.205800,0.895914,0.412504,0.671511,-0.037481,-0.234040,-0.481998,7.791728,0.585942,1.345606,1.021145,1.221351,1.177467,1.720732,1.410677,0.946374,1.185949,0.520712,0.367751,0.273808,engine_idling
7.215740,-0.629387,0.787693,0.461852,0.748353,0.675590,1.171102,0.830704,0.411603,0.717136,-0.005243,-0.222226,-0.524767,7.796660,0.532559,1.388136,1.056344,1.336366,1.247551,1.731529,1.389828,0.981212,1.275289,0.588328,0.412081,0.263570,engine_idling
7.365626,-0.717690,0.844467,0.529562,0.801237,0.720437,1.163907,0.730654,0.384495,0.749488,0.058919,-0.170996,-0.509002,7.935250,0.592500,1.433600,1.114299,1.362577,1.275229,1.710033,1.278982,0.949054,1.293733,0.641173,0.439510,0.263229,engine_idling
7.434980,-0.804678,0.875749,0.605492,0.828239,0.755185,1.179483,0.744627,0.428862,0.793781,0.056899,-0.145892,-0.453921,7.946311,0.628293,1.406918,1.143077,1.340480,1.256584,1.669221,1.238331,0.945069,1.285359,0.588308,0.415108,0.258638,engine_idling
7.420644,-0.703454,0.730621,0.565142,0.812202,0.813660,1.167491,0.762883,0.445036,0.768189,0.023137,-0.159199,-0.473931,7.961925,0.605397,1.288820,1.126752,1.348535,1.331481,1.679587,1.280306,0.972830,1.282924,0.575595,0.416193,0.277887,engine_idling
7.427195,-0.693420,0.643906,0.533655,0.798635,0.824366,1.203373,0.804393,0.444656,0.686353,0.009234,-0.107877,-0.440146,7.930220,0.623711,1.165567,1.050852,1.307781,1.310035,1.683479,1.288983,0.938090,1.166864,0.534711,0.439527,0.284913,engine_idling
6.352788,-0.702563,1.518347,1.112121,0.885417,1.300575,0.981902,0.937487,0.555471,0.714657,0.252929,-0.031493,-0.223439,6.635491,0.700605,1.791160,1.390670,1.166555,1.567181,1.254728,1.205300,0.840234,0.987868,0.554375,0.343674,0.307684,engine_idling
6.574406,-0.902637,1.478811,0.947493,0.780800,1.218902,0.958152,0.902533,0.497683,0.628716,0.165875,-0.147963,-0.313318,6.945584,0.771334,1.839221,1.323688,1.155809,1.578044,1.315189,1.258140,0.865424,0.991092,0.555106,0.336160,0.303582,engine_idling
6.646250,-0.926503,1.335581,1.102562,0.804437,1.410152,1.071498,1.005161,0.578733,0.624716,0.127708,-0.116491,-0.289658,6.992080,0.821191,1.672222,1.447382,1.141324,1.734126,1.400908,1.337053,0.921683,0.962889,0.505172,0.337028,0.295054,engine_idling
6.592957,-0.992327,1.349555,1.006207,0.753871,1.401554,1.061759,0.984102,0.571301,0.594978,0.071561,-0.175700,-0.341053,6.986625,0.805135,1.745153,1.400270,1.146238,1.777294,1.440310,1.365182,0.956173,0.983049,0.500258,0.321534,0.277045,engine_idling
6.693920,-1.044708,1.310146,0.961802,0.713322,1.408555,1.057313,0.980156,0.582871,0.620017,0.054818,-0.182710,-0.371086,7.126866,0.867157,1.729109,1.390162,1.139733,1.814485,1.471171,1.397467,1.000638,1.033889,0.515119,0.343293,0.277009,engine_idling
6.726207,-1.089996,1.260624,0.902554,0.710068,1.440749,1.094940,0.998863,0.527043,0.545741,-0.007419,-0.198371,-0.345722,7.122945,0.904355,1.654242,1.313096,1.108082,1.819782,1.479567,1.390065,0.922974,0.939077,0.448399,0.325640,0.285634,engine_idling
6.564980,-0.855617,1.233216,0.903933,0.741204,1.509744,1.192962,1.116669,0.539792,0.479170,-0.065846,-0.187170,-0.332209,6.957832,0.791449,1.621776,1.299927,1.128253,1.875665,1.558977,1.486750,0.922634,0.856843,0.386051,0.313089,0.273445,engine_idling
6.347857,-0.665894,1.423352,0.977868,0.890416,1.601545,1.274702,1.192682,0.668856,0.600313,-0.001082,-0.092372,-0.252590,6.677722,0.774826,1.783239,1.305486,1.205674,1.889806,1.568652,1.487250,0.982045,0.917715,0.389518,0.367078,0.287106,engine_idling
6.190922,-0.795335,1.687146,0.952488,0.939324,1.652499,1.330105,1.218921,0.733509,0.678903,0.056885,-0.038505,-0.211429,6.503481,0.991927,2.049810,1.254995,1.219870,1.901363,1.588665,1.478761,1.003752,0.956466,0.413255,0.375573,0.304542,engine_idling
6.202739,-0.827301,1.689688,0.895069,0.930525,1.664623,1.319817,1.265027,0.708538,0.625794,0.075347,-0.077666,-0.217193,6.508695,0.938427,2.019807,1.201939,1.210969,1.918754,1.585077,1.523291,0.979449,0.904349,0.444354,0.326263,0.284544,engine_idling
5.921153,-0.550400,1.685522,0.801577,1.107473,1.648573,1.314440,1.248739,0.731470,0.620322,0.079106,-0.069191,-0.181067,6.171175,0.732936,1.941789,1.069402,1.353285,1.867155,1.540449,1.469286,0.967488,0.853798,0.398485,0.308459,0.273370,engine_idling
5.676423,-0.388145,1.836722,0.795991,1.238726,1.637077,1.302342,1.214597,0.746764,0.669315,0.145085,-0.007777,-0.156639,5.895058,0.634131,2.048881,1.051252,1.448923,1.825884,1.503765,1.413076,0.954126,0.877668,0.433229,0.327583,0.286761,engine_idling
6.878259,-1.074612,1.342527,0.898987,0.590695,1.196751,0.972227,0.926648,0.507131,0.597756,0.094510,-0.228718,-0.394102,7.325972,0.813808,1.783596,1.342733,1.053360,1.628924,1.405574,1.360522,0.952404,1.038781,0.566267,0.323534,0.272391,engine_idling
7.098404,-1.095093,1.267068,0.859404,0.473538,1.199516,1.032581,0.993372,0.500366,0.584500,0.032380,-0.285943,-0.396095,7.548283,0.841292,1.712835,1.307593,0.932784,1.631590,1.465178,1.428202,0.945095,1.021356,0.509577,0.305962,0.283701,engine_idling
7.059051,-1.058234,1.284426,0.719162,0.491760,1.291667,1.114520,1.037950,0.442822,0.528853,-0.007317,-0.294662,-0.349916,7.466685,0.854582,1.688209,1.130026,0.909349,1.677781,1.499665,1.423991,0.848270,0.923926,0.451578,0.302868,0.282423,engine_idling
6.915880,-1.002979,1.322361,0.784356,0.597537,1.326066,1.105994,1.007862,0.451221,0.566742,0.028461,-0.261809,-0.352964,7.326261,0.823036,1.733004,1.196386,1.007498,1.713083,1.491664,1.398074,0.856319,0.970349,0.499755,0.317338,0.299722,engine_idling
6.987448,-1.014108,1.536642,0.869073,0.624521,1.374947,1.135293,0.976141,0.475200,0.610691,0.051187,-0.202549,-0.329544,7.372924,0.859510,1.932489,1.263456,1.011968,1.742546,1.503799,1.347903,0.866483,0.988660,0.484006,0.347804,0.320760,engine_idling
6.947918,-0.948955,1.542472,0.949779,0.601583,1.433871,1.120807,0.968202,0.532782,0.671101,0.085549,-0.121949,-0.290935,7.306395,0.860682,1.894596,1.305163,0.957663,1.760715,1.456349,1.301741,0.892104,1.008436,0.478771,0.350321,0.299079,engine_idling
6.974034,-0.947807,1.433354,0.958846,0.609084,1.408943,1.104323,0.982917,0.574415,0.644250,0.049705,-0.189972,-0.347844,7.387263,0.855957,1.835493,1.365741,1.013808,1.790382,1.495064,1.368193,0.976441,1.040876,0.499045,0.345518,0.285972,engine_idling
6.882744,-0.926121,1.369906,1.039356,0.688713,1.420915,1.128532,1.032853,0.589153,0.629024,0.064923,-0.162044,-0.340615,7.284467,0.823138,1.757181,1.433853,1.086985,1.794111,1.507133,1.415619,0.977571,1.012052,0.507436,0.354991,0.292385,engine_idling
4.559322,-0.611711,1.730519,-1.040825,1.174155,0.059200,0.646134,0.179557,0.537826,0.072149,-0.021185,0.012134,-0.102560,4.976471,0.934756,1.991999,1.135956,1.368829,0.554262,0.911084,0.545291,0.802166,0.462157,0.406096,0.410782,0.411138,engine_idling
4.561239,-0.687315,1.960241,-1.444917,1.048690,0.116466,0.674678,0.182781,0.527254,0.128242,-0.048180,0.042310,-0.122087,4.986639,1.011054,2.225077,1.512145,1.314101,0.610919,0.950904,0.573021,0.789560,0.517661,0.403703,0.436650,0.395046,engine_idling
4.284507,-0.634557,2.271827,-1.587383,1.054412,-0.057180,0.593922,0.274912,0.596268,0.162483,-0.022411,-0.012018,-0.140277,4.763405,1.026598,2.532430,1.595605,1.343684,0.509180,0.894713,0.639583,0.856141,0.542857,0.409559,0.415896,0.373840,engine_idling
7.725591,-1.472315,1.200300,0.083224,0.987106,0.830250,0.752228,0.030660,-0.290368,-0.360643,0.071586,-0.027475,0.114247,7.662808,1.669378,1.157781,0.368370,0.933934,0.789541,0.720674,0.329234,0.534198,0.567892,0.296892,0.307256,0.290815,engine_idling
7.926494,-1.873556,1.142017,-0.082881,0.851217,0.838831,0.611186,0.091548,-0.463360,-0.343309,0.043974,-0.032434,0.155239,7.817218,2.111524,1.064401,0.436699,0.782202,0.758991,0.582040,0.357371,0.726565,0.605005,0.331433,0.350026,0.276648,engine_idling
7.894696,-2.103080,1.018433,-0.184226,0.745246,0.809667,0.471095,0.088817,-0.587185,-0.369894,-0.010978,-0.036784,0.098765,7.841747,2.263583,1.018822,0.455688,0.735534,0.792620,0.508309,0.359562,0.780047,0.580503,0.327679,0.324946,0.288193,engine_idling
7.936826,-2.183139,0.973848,-0.282609,0.750276,0.777763,0.462451,0.041352,-0.593567,-0.398714,-0.037322,-0.045878,0.119316,7.863472,2.353414,0.939670,0.514926,0.706895,0.730535,0.466965,0.336965,0.786067,0.610063,0.332593,0.331132,0.287954,engine_idling
7.924242,-2.087136,0.965102,-0.244917,0.721679,0.760301,0.463868,0.025325,-0.561664,-0.338320,-0.030620,-0.040434,0.163099,7.807623,2.292669,0.881936,0.517441,0.643705,0.684705,0.447489,0.377418,0.798262,0.591780,0.373017,0.375163,0.290700,engine_idling
8.660698,0.324535,2.355118,1.352529,0.769122,-0.239670,-0.646611,-0.064641,-0.777121,-1.055804,-0.557891,0.114073,0.774583,7.961451,0.802796,1.686068,0.814103,0.489615,1.105224,1.467627,0.954988,1.608192,1.874815,1.389163,0.767658,0.379242,engine_idling
8.750694,0.325329,2.193170,1.362588,0.728876,-0.344203,-0.670781,-0.084242,-0.768052,-0.992577,-0.511529,0.205109,0.867370,7.961468,0.851762,1.440868,0.728132,0.478765,1.280426,1.579169,1.043065,1.691328,1.903515,1.430315,0.756881,0.360891,engine_idling
8.667505,0.579862,2.061386,1.299217,0.564224,-0.157088,-0.526305,-0.089396,-0.788694,-0.835956,-0.335762,0.271544,0.903700,7.865287,0.807822,1.307082,0.652197,0.608208,1.144322,1.477699,1.071592,1.740067,1.794716,1.301287,0.732976,0.371190,engine_idling
8.737361,0.611545,2.006667,1.315262,0.575033,-0.179080,-0.550899,-0.106386,-0.795322,-0.845719,-0.316568,0.276323,0.896426,7.947408,0.835656,1.278582,0.652235,0.613642,1.154795,1.491219,1.081158,1.741671,1.797370,1.278130,0.730090,0.390101,engine_idling
8.747768,0.586616,2.053144,1.303038,0.580168,-0.203422,-0.542420,-0.079563,-0.786041,-0.863953,-0.343379,0.293995,0.910639,7.945570,0.816671,1.298476,0.640769,0.593021,1.185373,1.497714,1.061967,1.738052,1.826806,1.321133,0.729041,0.369500,engine_idling
8.711453,0.633340,2.029655,1.318022,0.555699,-0.205713,-0.552147,-0.113928,-0.783354,-0.849499,-0.373319,0.274695,0.915209,7.902839,0.866567,1.283576,0.651136,0.625463,1.192018,1.509460,1.087492,1.735077,1.819819,1.350640,0.745195,0.357253,engine_idling
8.742924,0.646191,2.019990,1.361513,0.531133,-0.215997,-0.569797,-0.138829,-0.825369,-0.849009,-0.370490,0.290515,0.928392,7.913397,0.825212,1.262910,0.650073,0.626479,1.219306,1.539514,1.129661,1.793795,1.823181,1.355886,0.729454,0.346464,engine_idling
8.622501,0.619462,2.038846,1.317534,0.564007,-0.177237,-0.534303,-0.120087,-0.807858,-0.832967,-0.338774,0.312520,0.916564,7.810444,0.832594,1.280359,0.683091,0.589226,1.163499,1.495365,1.104409,1.769066,1.803719,1.315690,0.707636,0.352797,engine_idling
8.684113,0.555194,2.058115,1.276823,0.587994,-0.169328,-0.522918,-0.122994,-0.762202,-0.819743,-0.344765,0.292894,0.937257,7.853305,0.893914,1.279776,0.629001,0.622246,1.174053,1.503253,1.129403,1.741626,1.808123,1.342571,0.737831,0.361985,engine_idling
8.685149,0.604315,2.034393,1.274048,0.546370,-0.190070,-0.522695,-0.128617,-0.799459,-0.849894,-0.348916,0.296140,0.971185,7.814050,0.883178,1.228801,0.574827,0.632254,1.232855,1.540228,1.153519,1.808455,1.867956,1.374144,0.761797,0.370230,engine_idling
8.729315,0.701428,2.010693,1.245532,0.490472,-0.129353,-0.515096,-0.164848,-0.846160,-0.838498,-0.333276,0.307187,0.959863,7.869527,0.816011,1.208486,0.565702,0.641095,1.152779,1.522221,1.182590,1.838773,1.836955,1.348025,0.736084,0.362035,engine_idling
8.703917,0.793306,1.915759,1.275404,0.451289,-0.173760,-0.525734,-0.142509,-0.836643,-0.839645,-0.346603,0.335079,0.974053,7.836799,0.842870,1.110744,0.569880,0.696415,1.213459,1.541797,1.173494,1.845607,1.852396,1.366849,0.723240,0.361075,engine_idling
8.878565,0.208460,2.238061,1.294927,0.679264,-0.438142,-0.660188,-0.124406,-0.761832,-0.937158,-0.446237,0.268165,0.968695,7.990818,0.992153,1.374845,0.656847,0.553797,1.470793,1.680839,1.172971,1.778725,1.944701,1.462373,0.778400,0.325590,engine_idling
8.684326,0.856058,1.907918,1.308790,0.466047,-0.153928,-0.520673,-0.134562,-0.845122,-0.808555,-0.299465,0.364944,0.966510,7.821431,0.772431,1.095014,0.624621,0.659717,1.179936,1.530852,1.154446,1.845068,1.811532,1.310983,0.681597,0.347970,engine_idling
8.772802,0.295316,2.212178,1.309912,0.629191,-0.406148,-0.648098,-0.097900,-0.751452,-0.856368,-0.364204,0.254706,0.954762,7.898266,0.950432,1.381876,0.655511,0.604448,1.432948,1.660960,1.144761,1.755988,1.850526,1.368794,0.777652,0.346639,engine_idling
8.711370,0.346397,2.261266,1.312550,0.640888,-0.367670,-0.613772,-0.080454,-0.729473,-0.779718,-0.294847,0.262302,0.970635,7.822410,0.969146,1.405785,0.632182,0.605694,1.413306,1.643698,1.145099,1.752187,1.791981,1.310296,0.780922,0.344926,engine_idling
8.649617,0.445824,2.225145,1.327739,0.610718,-0.332137,-0.608599,-0.065236,-0.736327,-0.790014,-0.324304,0.286828,0.951503,7.778373,0.904845,1.374363,0.640302,0.628976,1.351528,1.614138,1.102622,1.738195,1.784564,1.319204,0.742685,0.355202,engine_idling
